"Börsdata ID","Bolagsnamn","ROIC - Senaste","Nettoskuld - Senaste","EV/EBIT - Senaste","EV/FCF - Senaste","Capex - Per Aktie","P/B - Senaste","PEG - Senaste","Börsvärde - Senaste","RSI - RSI(14)","MA -  5/20","MA -  50/200","Kursutveck. - Utveck.  1m"
"2351","Tura Group","2,8%","18%","18,0","30,2","-0,01","0,9","-0,7","242","54,2","-3,2%","8,2%","-1,6%"
"502","Umida","-3,1%","-2%","70,3","-55,3","0,05","5,6",,"65","48,0","-1,3%","-4,3%","-6,6%"
"1431","Unibap","5,2%","-34%","84,0","-14,2","-0,33","2,6","0,5","349","57,2","-4,2%","33,4%","17,9%"
"352","Unlimited Travel Group","133,5%","-7%","5,1","2,4","-0,37","4,4","0,1","192","57,2","1,6%","10,2%","0,3%"
"2505","Upgrade Invest Nordic",,,,,,,,"8","37,8","-6,4%","0,5%","-17,8%"
"1790","Upsales","-72,4%","-46%","24,1","25,6","-0,57","27,4","-1,0","601","55,1","0,7%","1,4%","2,0%"
"2213","USWE Sports","-8,8%","8%","-8,1","-7,0","-1,73","0,8",,"61","28,9","-4,4%","7,9%","-12,3%"
"2347","W5 Solutions","-4,8%","13%","-185,6","106,0","-0,16","3,4",,"1151","61,7","-1,0%","14,8%","-1,2%"
"2209","Wall to Wall","1,1%","12%","28,1","25,4","-4,99","0,7","-2,7","760","38,5","-2,5%","-7,7%","-6,1%"
"238","Wallenstam","2,2%","44%","51,3","-65,7","-3,23","0,9","2,9","28750","47,3","0,0%","-9,7%","-8,7%"
"1866","Valuno Group",,"-38%","-14,9","2,6","-0,00","9,7",,"335","32,3","-8,8%","-4,1%","-25,3%"
"1560","Vaxxa","3,9%","-32%","81,8","-7,1","-0,01","1,7","0,9","39","50,9","1,1%","-16,5%","-0,6%"
"915","Waystream","-17,0%","5%","-15,2","47,4","-1,40","3,1",,"179","58,1","5,2%","-4,6%","35,4%"
"233","VBG Group","11,9%","7%","9,4","41,4","-24,66","1,7","3,5","7348","34,9","-3,8%","-12,0%","-9,7%"
"2524","Webrock Ventures","-155,1%","-4%","-0,3","-1,8","-1,63","0,4",,"110","23,4","-8,3%","-27,2%","-13,3%"
"874","VEF","-23,4%","7%","-2,2","-44,0","0,00","0,5",,"1900","52,7","1,9%","-19,0%","1,3%"
"1843","Vertiseit","4,8%","21%","34,3","-5,9","-15,17","2,8","0,2","1895","54,0","-0,6%","16,9%","-1,8%"
"1977","Verve Group","3,6%","37%","11,4","-40,9","-0,87","1,2","-0,4","6430","42,5","-5,9%","4,9%","-19,1%"
"356","Westpay","-30,2%","19%","-22,0","-8,3","-0,27","8,7",,"92","62,9","3,0%","18,0%","25,2%"
"355","Vestum","-0,8%","26%","35,0","56,2","-0,73","1,0",,"3766","53,6","3,1%","-1,5%","3,7%"
"1663","Veteranpoolen","-3680,6%","-46%","13,0","13,9","-0,04","12,2","2,7","769","59,2","0,8%","3,7%","1,6%"
"1012","White Pearl Technology","21,2%","18%","5,2","-52,7","-1,18","1,4","0,0","193","44,8","4,1%","36,7%","-4,6%"
"1795","Viaplay A","1,5%","7%","-13,6","-4,0","0,02","1,8","0,6","6457","54,4","-8,6%","-9,7%","-11,3%"
"1794","Viaplay B","1,5%","7%","-8,1","-2,4","0,02","0,9","0,3","3410","50,9","-2,7%","-5,1%","-12,2%"
"776","Vibrosense Dynamics","-1234,0%","-82%","-0,4","-0,4","-0,02","1,2",,"13","50,5","-0,8%","-1,2%","-9,6%"
"928","Vicore Pharma",,"-96%","-2,9","-35,0","0,64","1,5",,"1712","43,2","-2,7%","-27,4%","-7,8%"
"934","Vidhance","-310,2%","-73%","0,6","1,0","-0,10","0,6",,"36","53,4","-2,5%","-10,9%","-1,3%"
"239","Wihlborgs Fastigheter","2,4%","49%","33,8","-85,5","-7,56","1,3","11,0","30312","51,6","0,9%","-4,0%","-5,8%"
"227","Viking Supply","1,5%","19%","20,2","-35,6","-9,15","0,7","0,3","1546","67,2","8,5%","1,0%","29,4%"
"907","Vimab Group","-109,4%","47%","-4,4","-58,3","-0,32","12,2",,"237","52,2","5,9%","0,4%","6,7%"
"2202","Vimian Group","2,0%","15%","44,0","-120,9","-0,15","2,9","1,7","22868","65,5","6,1%","0,3%","8,2%"
"2356","Windon","-24,5%","-7%","-2,3","-3,5","-0,02","0,6",,"28","63,6","12,5%","-11,1%","34,7%"
"357","Wise Group","-24,8%","10%","-9,2","45,7","0,04","1,9",,"133","45,2","-0,1%","-7,4%","-5,5%"
"252","Vitec Software","4,9%","22%","34,2","-23,7","-53,90","4,4","2,8","22236","45,1","-2,5%","9,7%","-7,1%"
"235","Vitrolife","3,3%","5%","29,9","44,1","-2,79","1,6","0,4","22430","40,5","-3,2%","-9,9%","-15,9%"
"2332","Viva Wine","7,0%","14%","15,9","21,7","-0,58","2,2","0,4","3687","55,8","-0,1%","-4,6%","3,0%"
"166","Vivesto","-25,2%","-19%","-2,4","-26,3","0,08","0,8",,"133","56,2","0,8%","-7,5%","-0,8%"
"550","WntResearch","-14623,0%","-63%","0,0","0,0",,"0,7",,"57","43,3","-9,5%","-87,8%","-20,3%"
"237","VNV Global","-13,3%","10%","-2,9","5,6",,"0,3",,"2229","32,4","-5,5%","-4,4%","-20,4%"
"1401","Vo2 Cap","-21,3%","5%","-2,1","206,5","-0,10","0,5",,"94","37,4","-14,4%","-16,0%","-26,1%"
"1378","Volati","5,1%","28%","20,8","287,3","-9,38","4,1","-1,5","9284","58,4","-1,1%","4,5%","2,5%"
"1640","Volvo A","14,5%","-11%","7,8","23,2","-11,87","3,1","10,3","592955","32,4","-4,4%","11,3%","-12,1%"
"236","Volvo B","14,5%","-11%","7,8","23,2","-11,87","3,1","10,3","593158","32,3","-4,2%","12,0%","-12,4%"
"2289","Volvo Car","9,5%","-7%","1,3","25,4","-15,52","0,4","0,2","55777","31,5","-10,9%","-11,3%","-17,5%"
"2545","Wonderboo","-173,1%","-21%","-1,3","-1,1",,"1,9",,"7","4,2","-13,6%",,"-25,0%"
"527","Wonderful Times","2,8%","-5%","22,6","-37,5","-0,03","0,8","0,2","46","51,8","-6,6%","6,6%","-0,9%"
"2399","Vultus","-198,3%","-2%","-0,7","-0,8","-0,10","1,3",,"3","36,5","-21,4%","-38,2%","-45,8%"
"2229","Wyld Networks","-8156,5%","-27%","-0,3","-0,2","-0,00","4,5",,"17","51,8","-6,4%","-94,3%","-3,3%"
"2001","Wästbygg","-22,5%","14%","-2,2","-2,6","-0,50","0,3",,"494","41,5","-12,5%","-54,4%","-31,6%"
"2390","Västra Hamnen","10,0%",,"21,7","-79,3","-0,44","4,0","-0,6","50","51,4","0,1%","-3,9%","-3,3%"
"240","XANO Industri","3,7%","24%","23,8","111,8","-2,25","2,0","-0,8","3441","40,1","-3,1%","-12,5%","-5,7%"
"983","Xbrane Biopharma","-147,8%","8%","-1,7","-2,0","-0,03","1,5",,"304","58,6","16,7%","-7,3%","26,4%"
"1033","Xintela",,"-67%","-6,5","-6,3",,"-46,2",,"275","49,7","-3,7%","7,6%","0,2%"
"1452","XMReality","-484,4%","6%","-0,5","-0,5","-0,01","1,8",,"10","50,0","2,2%","-57,3%","-3,8%"
"2555","Xoma","-136,5%","-0%","-2,4","-2,4","-0,09","4,5",,"3","28,7","-61,4%",,"-79,5%"
"2292","XP Chemistries","-36,7%","-9%","-2,5","-2,6","-0,00","1,1",,"24","60,1","3,0%","-11,9%","14,0%"
"1524","Xspray Pharma","-64,6%","-10%","-3,0","-3,3","-1,32","1,5",,"1075","43,3","-1,4%","-34,1%","-8,7%"
"372","Xvivo Perfusion","9,5%","-16%","99,2","-66,2","-7,86","4,2","0,7","9150","22,1","-19,2%","-9,6%","-34,6%"
"2107","Yubico","46,9%","-36%","36,3","56,0","-0,70","10,6","0,6","16701","45,2","-7,2%","-10,7%","-13,4%"
"1465","Zaplox",,"-56%","-1,7","-1,6",,"3,7",,"37","54,8","-1,1%","-20,4%","-5,5%"
"929","Zenergy","-105,6%","-7%","-0,3","-0,2","-0,07","0,5",,"7","46,0","-15,9%","-59,7%","-56,1%"
"453","Zenicor Medical","-4,8%","19%","137,3","-3,9","-0,77","0,6",,"18","51,4","-2,5%","2,3%","-7,0%"
"594","Zinzino","-1149,6%","-35%","21,4","22,3","-2,90","13,3","12,2","5224","60,6","1,8%","39,2%","15,6%"
"1870","Zoomability","-142,5%","32%","-4,4","-4,3",,"8,3",,"28","50,3","-1,2%","1,5%","-9,4%"
"242","Öresund","21,1%","-6%","7,2","18,2",,"1,5","0,0","5264","52,8","0,5%","-1,6%","2,1%"
